,职位,公司,城市,薪资,经验,学历
335,Android 客户端开发-即时通讯（IM）开放能力,上海米哈游网络科技股份有限公司,上海,25000,不限,不限
336,Android技术专家,北京三快在线科技有限公司,北京,40000,不限,本科
337,SPBU-高级Android开发工程师,广州酷狗计算机科技有限公司,广州,18000,5-10年,本科
338,高级Android工程师(U4188),北京小熊博望科技有限公司,合肥,12000,3-5年,本科
339,Android开发工程师-【主站技术部】,北京达佳互联信息技术有限公司,北京,25000,3-5年,本科
340,高级Android工程师,深圳市迅雷网络技术有限公司,深圳,20000,3-5年,本科
341,android高级开发工程师（偏做产品的适配）,深圳看到科技有限公司,深圳,15000,3-5年,本科
342,Android系统工程师,摩斯智联科技有限公司,成都,23000,3-5年,本科
343,高级Android系统工程师 (MJ000120),成都极米科技股份有限公司,成都,15000,5-10年,本科
344,外卖技术-大前端研发工程师（Android、iOS、FE）,北京三快在线科技有限公司,北京,30000,3-5年,本科
345,Android/iOS 开发工程师（智能创作方向）,抖音视界（北京）有限公司,广州,30000,1-3年,本科
346,Android/iOS SDK开发工程师（企业产品方向）,抖音视界（北京）有限公司,广州,30000,1-3年,本科
347,高级 Android 开发工程师,深圳大宇无限科技有限公司,深圳,30000,5-10年,本科
348,资深Android开发工程师,上海阑途信息技术有限公司,上海,28000,3-5年,本科
349,架构师（Android),掌阅科技股份有限公司,北京,60000,5-10年,本科
350,资深android架构师,掌阅科技股份有限公司,北京,35000,5-10年,本科
351,Android 研发工程师 (MJ003794),北京智者天下科技有限公司,北京,25000,1-3年,本科
352,android开发工程师,昆山可圈可点信息服务有限公司,苏州,13000,3-5年,大专
353,安卓android开发工程师,北京搜狐互联网信息服务有限公司,北京,25000,3-5年,大专
354,安卓主管/高级安卓,上海瑛麒动漫科技有限公司,上海,20000,5-10年,本科
355,资深安卓工程师（音视频）,北京嘀嘀无限科技发展有限公司,北京,25000,5-10年,本科
356,flutter开发工程师（安卓）,上海瑞妮丝医疗美容门诊部有限公司,上海,10000,1-3年,本科
357,android开发工程师,成都锐石引擎科技有限公司,成都,13000,3-5年,大专
358,高级安卓开发工程师,琢品网络科技（上海）有限公司,上海,25000,5-10年,本科
359,前端开发（会原生安卓开发）,中电金信软件有限公司,上海,15000,5-10年,本科
360,Android高级研发工程师（国际化产品）,抖音视界（北京）有限公司,上海,26000,不限,本科
361,Android研发工程师（商业创作方向） - 剪映,抖音视界（北京）有限公司,北京,30000,不限,本科
362,安卓开发工程师(A36344),北京华卫迪特健康科技有限公司,北京,15000,1-3年,本科
363,高级安卓开发工程师,北京新美互通科技有限公司,南京,25000,5-10年,本科
364,高级安卓开发工程师,北京新美互通科技有限公司,北京,20000,5-10年,本科
365,安卓开发工程师（应届生/1-2年都可）,上海若古信息科技有限公司,广州,10000,不限,本科
366,安卓系统开发工程师,百度在线网络技术（北京）有限公司,北京,20000,3-5年,本科
367,安卓客户端开发,小米科技有限责任公司,北京,20000,3-5年,本科
368,安卓开发工程师-数据智能,广州海颐软件有限公司,广州,8000,1-3年,本科
369,安卓开发工程师,广州二向箔信息科技有限公司,广州,11000,1-3年,本科
370,安卓工程师（Kotlin）,亿磐系统（深圳）有限公司,苏州,15000,5-10年,不限
371,安卓开发工程师（交付）,深圳市即构科技有限公司,深圳,20000,3-5年,本科
372,资深安卓开发工程师,南京伯索网络科技有限公司,南京,20000,3-5年,本科
373,安卓系统工程师,蜂助手股份有限公司,深圳,20000,3-5年,大专
374,高级安卓开发工程师,融捷教育科技有限公司,北京,20000,3-5年,本科
375,Android开发技术专家-飞书日历,抖音视界（北京）有限公司,上海,20000,不限,本科
376,Android功耗优化负责人-PICO,抖音视界（北京）有限公司,北京,40000,不限,本科
377,安卓专家开发工程师 (MJ000120),上海兰亭集势信息技术有限公司,上海,15000,3-5年,本科
378,安卓系统开发工程师,丰疆智能（深圳）有限公司,武汉,18000,3-5年,本科
379,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,16000,5-10年,本科
380,安卓工程师,杭州数正云悦科技合伙企业（有限合伙）,杭州,15000,5-10年,本科
381,资深安卓开发工程师,广州凌隆网络科技有限公司,广州,10000,3-5年,本科
382,IoT开发工程师（安卓）,图腾视界（广州）数字科技有限公司,广州,15000,5-10年,本科
383,安卓应用开发工程师,广州视源电子科技股份有限公司,广州,18000,不限,本科
384,安卓系统工程师,北京康比特体育科技股份有限公司,北京,15000,3-5年,本科
385,高级安卓开发工程师,厦门美图之家科技有限公司,深圳,20000,5-10年,本科
386,高级安卓开发工程师,深圳市和讯华谷信息技术有限公司,深圳,30000,3-5年,本科
387,安卓系统开发工程师,广州视源电子科技股份有限公司,广州,18000,不限,本科
388,高级安卓开发工程师,亚信科技（中国）有限公司,武汉,15000,3-5年,本科
389,资深安卓开发工程师,亿磐系统（深圳）有限公司,苏州,14000,5-10年,本科
390,Android系统稳定性开发工程师-Pico,抖音视界（北京）有限公司,北京,40000,不限,本科
391,抖音搜索Android研发工程师,抖音视界（北京）有限公司,北京,25000,不限,本科
392,安卓高级开发工程师,亿磐系统（深圳）有限公司,苏州,14000,5-10年,本科
393,安卓/flutter开发工程师,华港咨询（深圳）有限公司,深圳,10000,3-5年,本科
394,安卓开发工程师 (MJ001098),广州广电运通金融电子股份有限公司,广州,14000,3-5年,本科
395,安卓BSP工程师,北京虹宇科技有限公司,北京,30000,5-10年,本科
396,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,20000,5-10年,本科
397,高级安卓开发工程师,深圳尚米网络技术有限公司,深圳,18000,3-5年,本科
398,高级安卓图形开发工程师,欧特克（中国）软件研发有限公司,上海,30000,5-10年,本科
399,安卓工程师,北京旗偲智能科技有限公司,北京,20000,1-3年,本科
400,软件工程师-安卓方向,北京旗偲智能科技有限公司,北京,12000,3-5年,本科
401,安卓系统工程师,广州视源电子科技股份有限公司,广州,18000,1-3年,本科
402,高级安卓开发工程师,南京伯索网络科技有限公司,南京,15000,3-5年,本科
403,安卓应用开发工程师,广州视源电子科技股份有限公司,广州,18000,3-5年,本科
404,安卓/ios/web 前端开发工程师,深圳唐果屋智能科技有限公司,深圳,15000,3-5年,本科
405,Android/iOS开发（高级）工程师-小说,抖音视界（北京）有限公司,北京,20000,不限,本科
406,Android开发工程师-今日头条,抖音视界（北京）有限公司,深圳,25000,3-5年,本科
407,高级安卓开发工程师,亿磐系统（深圳）有限公司,苏州,12000,5-10年,本科
408,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,15000,5-10年,本科
409,高级安卓开发工程师,深圳凡泰极客科技有限责任公司,深圳,16000,5-10年,本科
410,IM平台-客户端（IOS/安卓/PC）开发负责人,美的集团股份有限公司,佛山,30000,5-10年,本科
411,安卓高级开发工程师（深圳）,深圳市时代华盛网络科技有限公司,深圳,15000,5-10年,本科
412,安卓高级开发工程师（长沙）,深圳市时代华盛网络科技有限公司,长沙,15000,5-10年,本科
413,高级ios安卓web前端开发主管,深圳唐果屋智能科技有限公司,深圳,23000,3-5年,本科
414,SC-安卓开发工程师（武汉）,顺丰科技有限公司,武汉,20000,5-10年,本科
415,高级安卓开发工程师,北京王元具智能技术有限公司,北京,28000,5-10年,本科
416,安卓研发,上海一谈网络科技有限公司,广州,15000,1-3年,本科
417,高级android开发工程师,上海一家玖赢企业管理咨询有限公司,上海,30000,5-10年,本科
418,安卓开发工程师,光合万家（北京）人力资源管理服务有限公司,北京,15000,5-10年,本科
419,android开发工程师,深圳市为华领航时代科技有限公司,深圳,7000,1-3年,本科
420,高级Android客户端研发工程师 — 穿山甲,抖音视界（北京）有限公司,深圳,30000,不限,本科
421,Android/iOS 研发工程师（智能创作）,抖音视界（北京）有限公司,北京,25000,3-5年,本科
422,Android技术专家,北京三快在线科技有限公司,北京,35000,5-10年,本科
423,Java/python/web/c/c++/js/go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
424,安卓android开发工程师,上海荆轲网络科技有限公司,上海,12000,1-3年,大专
425,android开发工程师,尚能视觉科技（深圳）有限公司,深圳,13000,1-3年,本科
426,android开发工程师,上海元趣娱乐有限公司,北京,25000,5-10年,本科
427,安卓android开发工程师,广州映博智能科技有限公司,广州,10000,3-5年,本科
428,安卓android开发,广州华见智能科技有限公司,广州,6000,1-3年,大专
429,安卓android开发工程师,深圳市拓保软件有限公司,广州,15000,3-5年,本科
430,安卓android开发工程师,成都葫芦互娱科技有限公司,成都,13000,3-5年,本科
431,安卓android开发工程师,杭州一寒科技有限公司,杭州,15000,1-3年,本科
432,安卓android开发工程师,上海钒锝科技有限公司,上海,15000,3-5年,本科
433,安卓android开发工程师,杭州沧溟网络科技有限公司,杭州,13000,3-5年,本科
434,安卓android开发工程师（浙江嘉兴）,中国电子科技南湖研究院,广州,20000,1-3年,硕士
435,高级开发工程师 - Android - 国际化短视频（内容发现方向）,抖音视界（北京）有限公司,北京,50000,不限,本科
436,Android高级开发工程师-国际直播,抖音视界（北京）有限公司,北京,30000,不限,本科
437,Android（安卓）APP开发工程师,成都智煜云科技有限公司,成都,12000,3-5年,大专
438,安卓android开发工程师,四川吾品溯源电子商务有限公司,成都,6000,3-5年,大专
439,安卓android开发工程师,广州均欣科技有限公司,广州,8000,3-5年,本科
440,安卓android开发工程师,广东速狐信息科技有限公司,广州,10000,3-5年,本科
441,安卓android开发工程师,河南优臻交通科技有限公司,郑州,15000,3-5年,本科
442,安卓android开发工程师（日本岗位、汉语环境）,フューテック株式会社,北京,25000,不限,本科
443,安卓/Android开发工程师,成都小象科技有限公司,成都,5000,不限,大专
444,安卓android开发工程师,华为技术有限公司,深圳,15000,3-5年,本科
445,安卓android开发工程师,广州美街电子商务有限公司,广州,7000,1-3年,大专
446,安卓android开发工程师,北京数联领航网络科技有限公司,北京,12000,3-5年,本科
447,安卓android开发工程师,四川蜀天联络科技有限公司,成都,10000,3-5年,本科
448,安卓android开发工程师,上海红增信息技术有限公司,上海,12000,3-5年,大专
449,安卓android开发工程师,上海微创软件股份有限公司,上海,20000,5-10年,本科
450,C++,成都仰格科技有限责任公司,成都,20000,3-5年,本科
